Machine,WorkflowNum,Workflow,Task,Estimator,Feature,SizeInput,Predicted,Real,Deviation,TaskInputSize,WorkflowInputSize,rchar,wchar,PeakRSS,CPUAssigned,CPUUsed
n2,EAGER-0,eager,qualimap,OnlineP,Realtime,25705994498,26264.4407253547,46033,0.429443209754857,983468034,25705994498,339961863,893827,1617485824,2,192.5
n2,EAGER-0,eager,qualimap,OnlineP,Realtime,14754556884,23194.4799941343,31979,0.274696519774405,868513816,14754556884,225005786,866269,1179734016,2,184.7
n2,EAGER-0,eager,qualimap,OnlineP,Realtime,19132169434,23664.1486445952,34930,0.322526520337955,886100488,19132169434,242607801,921440,1191911424,2,190.7
n2,EAGER-0,eager,qualimap,OnlineP,Realtime,19100037384,23655.4269110835,36069,0.344161831182358,885773904,19100037384,242285441,896994,1219014656,2,190.3
n2,EAGER-0,eager,qualimap,OnlineP,Realtime,19075314980,23655.5240940081,33649,0.296991765163656,885777543,19075314980,242284008,899684,1465462784,2,189.7
n2,EAGER-0,eager,qualimap,OnlineM,Realtime,8330435694,21259.3243803493,22970,0.0744743412995518,796052205,8330435694,152422761,858528,1046495232,2,192.2
n2,EAGER-0,eager,qualimap,OnlineM,Realtime,25705994498,26264.4407253547,46033,0.429443209754857,983468034,25705994498,339961863,893827,1617485824,2,192.5
n2,EAGER-0,eager,qualimap,OnlineM,Realtime,14754556884,23194.4799941343,31979,0.274696519774405,868513816,14754556884,225005786,866269,1179734016,2,184.7
n2,EAGER-0,eager,qualimap,OnlineM,Realtime,19132169434,23664.1486445952,34930,0.322526520337955,886100488,19132169434,242607801,921440,1191911424,2,190.7
n2,EAGER-0,eager,qualimap,OnlineM,Realtime,19100037384,23655.4269110835,36069,0.344161831182358,885773904,19100037384,242285441,896994,1219014656,2,190.3
n2,EAGER-0,eager,qualimap,OnlineM,Realtime,19075314980,23655.5240940081,33649,0.296991765163656,885777543,19075314980,242284008,899684,1465462784,2,189.7
n2,EAGER-0,eager,qualimap,Naive,Realtime,8330435694,14644.679315047,22970,0.362443216584808,796052205,8330435694,152422761,858528,1046495232,2,192.2
n2,EAGER-0,eager,qualimap,Naive,Realtime,25705994498,18092.4993160841,46033,0.606966756107921,983468034,25705994498,339961863,893827,1617485824,2,192.5
n2,EAGER-0,eager,qualimap,Naive,Realtime,14754556884,15977.7288928026,31979,0.500368088658101,868513816,14754556884,225005786,866269,1179734016,2,184.7
n2,EAGER-0,eager,qualimap,Naive,Realtime,19132169434,16301.2644223084,34930,0.533316220374796,886100488,19132169434,242607801,921440,1191911424,2,190.7
n2,EAGER-0,eager,qualimap,Naive,Realtime,19100037384,16295.2563767061,36069,0.548219901391608,885773904,19100037384,242285441,896994,1219014656,2,190.3
